time_s,joint,command
1762808655.9023902,joint_a1,-0.01832960440935559
1762808655.9023902,joint_a2,-0.022604488270553776
1762808655.9023902,joint_a3,0.02114220434242788
1762808655.9023902,joint_a4,0.024677298877844832
1762808655.9023902,joint_a5,0.023923508595084172
1762808655.9023902,joint_a6,0.0016593699112763868
1762808655.9023902,joint_a7,-0.009950403383984568
1762808655.9959683,joint_a1,-0.018331215775795363
1762808655.9959683,joint_a2,-0.02264589755785813
1762808655.9959683,joint_a3,0.021118115859601688
1762808655.9959683,joint_a4,0.024662070401588597
1762808655.9959683,joint_a5,0.023898337018014693
1762808655.9959683,joint_a6,0.0016074250013196553
1762808655.9959683,joint_a7,-0.009967484491679397
1762808656.0970905,joint_a1,-0.017628689879416154
1762808656.0970905,joint_a2,-0.021998065034011662
1762808656.0970905,joint_a3,0.020067170435030153
1762808656.0970905,joint_a4,0.02383533787569285
1762808656.0970905,joint_a5,0.022924760257085508
1762808656.0970905,joint_a6,0.0015780716095396621
1762808656.0970905,joint_a7,-0.00955931765435868
1762808656.19617,joint_a1,-0.017130220872650245
1762808656.19617,joint_a2,-0.0215262483646916
1762808656.19617,joint_a3,0.019309297595088048
1762808656.19617,joint_a4,0.023238769958471357
1762808656.19617,joint_a5,0.022214760768670596
1762808656.19617,joint_a6,0.0015489248208443024
1762808656.19617,joint_a7,-0.009263411716091808
1762808656.298274,joint_a1,-0.01635380626115403
1762808656.298274,joint_a2,-0.020793418211277663
1762808656.298274,joint_a3,0.01803244113213691
1762808656.298274,joint_a4,0.02244125102372336
1762808656.298274,joint_a5,0.021124155515157624
1762808656.298274,joint_a6,0.0016515033467519018
1762808656.298274,joint_a7,-0.008742095346308078
1762808656.396522,joint_a1,-0.015505804364398785
1762808656.396522,joint_a2,-0.020118817474372098
1762808656.396522,joint_a3,0.016657878071358306
1762808656.396522,joint_a4,0.021691913895179063
1762808656.396522,joint_a5,0.020054014966527006
1762808656.396522,joint_a6,0.0018300730158302882
1762808656.396522,joint_a7,-0.008220168129243801
1762808656.4975932,joint_a1,-0.015202502134564649
1762808656.4975932,joint_a2,-0.01979282270972367
1762808656.4975932,joint_a3,0.01619329554635762
1762808656.4975932,joint_a4,0.021305322281396123
1762808656.4975932,joint_a5,0.019595025720093383
1762808656.4975932,joint_a6,0.001801806935220012
1762808656.4975932,joint_a7,-0.008027267050245675
1762808656.596122,joint_a1,-0.014444106786247985
1762808656.596122,joint_a2,-0.01903265138056568
1762808656.596122,joint_a3,0.015115526943284139
1762808656.596122,joint_a4,0.020412065101504555
1762808656.596122,joint_a5,0.018575368898522744
1762808656.596122,joint_a6,0.0017952198626501187
1762808656.596122,joint_a7,-0.0075857285571639625
1762808656.6970615,joint_a1,-0.0137640510176061
1762808656.6970615,joint_a2,-0.01838562670790832
1762808656.6970615,joint_a3,0.014128305843276734
1762808656.6970615,joint_a4,0.019676070221555514
1762808656.6970615,joint_a5,0.01769539365631654
1762808656.6970615,joint_a6,0.00184153328022452
1762808656.6970615,joint_a7,-0.007187498730884581
