time_s,joint,position,velocity,effort
1762773410.5311952,joint_a3,0.92,0.0,0.0
1762773410.5311952,joint_a4,1.39,0.0,0.0
1762773410.5311952,joint_a5,2.5,0.0,0.0
1762773410.5311952,joint_a6,1.74,0.0,0.0
1762773410.5311952,joint_a7,-1.2,0.0,0.0
1762773410.5349882,joint_a1,0.71,0.0,0.0
1762773410.5349882,joint_a2,1.54,0.0,0.0
1762773410.5349882,joint_a3,0.92,0.0,0.0
1762773410.5349882,joint_a4,1.39,0.0,0.0
1762773410.5349882,joint_a5,2.5,0.0,0.0
1762773410.5349882,joint_a6,1.74,0.0,0.0
1762773410.5349882,joint_a7,-1.2,0.0,0.0
1762773410.539198,joint_a1,0.71,0.0,0.0
1762773410.539198,joint_a2,1.54,0.0,0.0
1762773410.539198,joint_a3,0.92,0.0,0.0
1762773410.539198,joint_a4,1.39,0.0,0.0
1762773410.539198,joint_a5,2.5,0.0,0.0
1762773410.539198,joint_a6,1.74,0.0,0.0
1762773410.539198,joint_a7,-1.2,0.0,0.0
1762773410.543571,joint_a1,0.71,0.0,0.0
1762773410.543571,joint_a2,1.54,0.0,0.0
1762773410.543571,joint_a3,0.92,0.0,0.0
1762773410.543571,joint_a4,1.39,0.0,0.0
1762773410.543571,joint_a5,2.5,0.0,0.0
1762773410.543571,joint_a6,1.74,0.0,0.0
1762773410.543571,joint_a7,-1.2,0.0,0.0
1762773410.5479167,joint_a1,0.71,0.0,0.0
1762773410.5479167,joint_a2,1.54,0.0,0.0
1762773410.5479167,joint_a3,0.92,0.0,0.0
1762773410.5479167,joint_a4,1.39,0.0,0.0
1762773410.5479167,joint_a5,2.5,0.0,0.0
1762773410.5479167,joint_a6,1.74,0.0,0.0
1762773410.5479167,joint_a7,-1.2,0.0,0.0
1762773410.5524035,joint_a1,0.71,0.0,0.0
1762773410.5524035,joint_a2,1.54,0.0,0.0
1762773410.5524035,joint_a3,0.92,0.0,0.0
1762773410.5524035,joint_a4,1.39,0.0,0.0
1762773410.5524035,joint_a5,2.5,0.0,0.0
1762773410.5524035,joint_a6,1.74,0.0,0.0
1762773410.5524035,joint_a7,-1.2,0.0,0.0
1762773410.557487,joint_a1,0.71,0.0,0.0
1762773410.557487,joint_a2,1.54,0.0,0.0
1762773410.557487,joint_a3,0.92,0.0,0.0
1762773410.557487,joint_a4,1.39,0.0,0.0
1762773410.557487,joint_a5,2.5,0.0,0.0
1762773410.557487,joint_a6,1.74,0.0,0.0
1762773410.557487,joint_a7,-1.2,0.0,0.0
1762773410.5617208,joint_a1,0.71,0.0,0.0
1762773410.5617208,joint_a2,1.54,0.0,0.0
1762773410.5617208,joint_a3,0.92,0.0,0.0
1762773410.5617208,joint_a4,1.39,0.0,0.0
1762773410.5617208,joint_a5,2.5,0.0,0.0
1762773410.5617208,joint_a6,1.74,0.0,0.0
1762773410.5617208,joint_a7,-1.2,0.0,0.0
1762773410.568742,joint_a1,0.71,0.0,0.0
1762773410.568742,joint_a2,1.54,0.0,0.0
1762773410.568742,joint_a3,0.92,0.0,0.0
1762773410.568742,joint_a4,1.39,0.0,0.0
1762773410.568742,joint_a5,2.5,0.0,0.0
1762773410.568742,joint_a6,1.74,0.0,0.0
1762773410.568742,joint_a7,-1.2,0.0,0.0
1762773410.570158,joint_a1,0.71,0.0,0.0
1762773410.570158,joint_a2,1.54,0.0,0.0
1762773410.570158,joint_a3,0.92,0.0,0.0
1762773410.570158,joint_a4,1.39,0.0,0.0
1762773410.570158,joint_a5,2.5,0.0,0.0
1762773410.570158,joint_a6,1.74,0.0,0.0
1762773410.570158,joint_a7,-1.2,0.0,0.0
1762773410.5746813,joint_a1,0.71,0.0,0.0
1762773410.5746813,joint_a2,1.54,0.0,0.0
1762773410.5746813,joint_a3,0.92,0.0,0.0
1762773410.5746813,joint_a4,1.39,0.0,0.0
1762773410.5746813,joint_a5,2.5,0.0,0.0
1762773410.5746813,joint_a6,1.74,0.0,0.0
1762773410.5746813,joint_a7,-1.2,0.0,0.0
1762773410.5798051,joint_a1,0.71,0.0,0.0
1762773410.5798051,joint_a2,1.54,0.0,0.0
1762773410.5798051,joint_a3,0.92,0.0,0.0
1762773410.5798051,joint_a4,1.39,0.0,0.0
1762773410.5798051,joint_a5,2.5,0.0,0.0
1762773410.5798051,joint_a6,1.74,0.0,0.0
1762773410.5798051,joint_a7,-1.2,0.0,0.0
1762773410.5835528,joint_a1,0.71,0.0,0.0
1762773410.5835528,joint_a2,1.54,0.0,0.0
1762773410.5835528,joint_a3,0.92,0.0,0.0
1762773410.5835528,joint_a4,1.39,0.0,0.0
1762773410.5835528,joint_a5,2.5,0.0,0.0
1762773410.5835528,joint_a6,1.74,0.0,0.0
1762773410.5835528,joint_a7,-1.2,0.0,0.0
1762773410.5882363,joint_a1,0.71,0.0,0.0
1762773410.5882363,joint_a2,1.54,0.0,0.0
1762773410.5882363,joint_a3,0.92,0.0,0.0
1762773410.5882363,joint_a4,1.39,0.0,0.0
1762773410.5882363,joint_a5,2.5,0.0,0.0
1762773410.5882363,joint_a6,1.74,0.0,0.0
1762773410.5882363,joint_a7,-1.2,0.0,0.0
1762773410.5932205,joint_a1,0.71,0.0,0.0
1762773410.5932205,joint_a2,1.54,0.0,0.0
1762773410.5932205,joint_a3,0.92,0.0,0.0
1762773410.5932205,joint_a4,1.39,0.0,0.0
1762773410.5932205,joint_a5,2.5,0.0,0.0
1762773410.5932205,joint_a6,1.74,0.0,0.0
1762773410.5932205,joint_a7,-1.2,0.0,0.0
1762773410.5970788,joint_a1,0.71,0.0,0.0
1762773410.5970788,joint_a2,1.54,0.0,0.0
1762773410.5970788,joint_a3,0.92,0.0,0.0
1762773410.5970788,joint_a4,1.39,0.0,0.0
1762773410.5970788,joint_a5,2.5,0.0,0.0
1762773410.5970788,joint_a6,1.74,0.0,0.0
1762773410.5970788,joint_a7,-1.2,0.0,0.0
1762773410.6056309,joint_a1,0.71,0.0,0.0
1762773410.6056309,joint_a2,1.54,0.0,0.0
1762773410.6056309,joint_a3,0.92,0.0,0.0
1762773410.6056309,joint_a4,1.39,0.0,0.0
1762773410.6056309,joint_a5,2.5,0.0,0.0
1762773410.6056309,joint_a6,1.74,0.0,0.0
1762773410.6056309,joint_a7,-1.2,0.0,0.0
1762773410.6057475,joint_a1,0.71,0.0,0.0
1762773410.6057475,joint_a2,1.54,0.0,0.0
1762773410.6057475,joint_a3,0.92,0.0,0.0
1762773410.6057475,joint_a4,1.39,0.0,0.0
1762773410.6057475,joint_a5,2.5,0.0,0.0
1762773410.6057475,joint_a6,1.74,0.0,0.0
1762773410.6057475,joint_a7,-1.2,0.0,0.0
1762773410.610326,joint_a1,0.71,0.0,0.0
1762773410.610326,joint_a2,1.54,0.0,0.0
1762773410.610326,joint_a3,0.92,0.0,0.0
1762773410.610326,joint_a4,1.39,0.0,0.0
1762773410.610326,joint_a5,2.5,0.0,0.0
1762773410.610326,joint_a6,1.74,0.0,0.0
1762773410.610326,joint_a7,-1.2,0.0,0.0
1762773410.6154015,joint_a1,0.71,0.0,0.0
1762773410.6154015,joint_a2,1.54,0.0,0.0
1762773410.6154015,joint_a3,0.92,0.0,0.0
1762773410.6154015,joint_a4,1.39,0.0,0.0
1762773410.6154015,joint_a5,2.5,0.0,0.0
1762773410.6154015,joint_a6,1.74,0.0,0.0
1762773410.6154015,joint_a7,-1.2,0.0,0.0
1762773410.6192276,joint_a1,0.71,0.0,0.0
1762773410.6192276,joint_a2,1.54,0.0,0.0
1762773410.6192276,joint_a3,0.92,0.0,0.0
1762773410.6192276,joint_a4,1.39,0.0,0.0
1762773410.6192276,joint_a5,2.5,0.0,0.0
1762773410.6192276,joint_a6,1.74,0.0,0.0
1762773410.6192276,joint_a7,-1.2,0.0,0.0
1762773410.623922,joint_a1,0.71,0.0,0.0
1762773410.623922,joint_a2,1.54,0.0,0.0
1762773410.623922,joint_a3,0.92,0.0,0.0
1762773410.623922,joint_a4,1.39,0.0,0.0
1762773410.623922,joint_a5,2.5,0.0,0.0
1762773410.623922,joint_a6,1.74,0.0,0.0
1762773410.623922,joint_a7,-1.2,0.0,0.0
1762773410.628155,joint_a1,0.71,0.0,0.0
1762773410.628155,joint_a2,1.54,0.0,0.0
1762773410.628155,joint_a3,0.92,0.0,0.0
1762773410.628155,joint_a4,1.39,0.0,0.0
1762773410.628155,joint_a5,2.5,0.0,0.0
1762773410.628155,joint_a6,1.74,0.0,0.0
1762773410.628155,joint_a7,-1.2,0.0,0.0
1762773410.6362233,joint_a1,0.71,0.0,0.0
1762773410.6362233,joint_a2,1.54,0.0,0.0
1762773410.6362233,joint_a3,0.92,0.0,0.0
1762773410.6362233,joint_a4,1.39,0.0,0.0
1762773410.6362233,joint_a5,2.5,0.0,0.0
1762773410.6362233,joint_a6,1.74,0.0,0.0
1762773410.6362233,joint_a7,-1.2,0.0,0.0
1762773410.6369905,joint_a1,0.71,0.0,0.0
1762773410.6369905,joint_a2,1.54,0.0,0.0
1762773410.6369905,joint_a3,0.92,0.0,0.0
1762773410.6369905,joint_a4,1.39,0.0,0.0
1762773410.6369905,joint_a5,2.5,0.0,0.0
1762773410.6369905,joint_a6,1.74,0.0,0.0
1762773410.6369905,joint_a7,-1.2,0.0,0.0
1762773410.6416728,joint_a1,0.71,0.0,0.0
1762773410.6416728,joint_a2,1.54,0.0,0.0
1762773410.6416728,joint_a3,0.92,0.0,0.0
1762773410.6416728,joint_a4,1.39,0.0,0.0
1762773410.6416728,joint_a5,2.5,0.0,0.0
1762773410.6416728,joint_a6,1.74,0.0,0.0
1762773410.6416728,joint_a7,-1.2,0.0,0.0
1762773410.6458793,joint_a1,0.71,0.0,0.0
1762773410.6458793,joint_a2,1.54,0.0,0.0
1762773410.6458793,joint_a3,0.92,0.0,0.0
1762773410.6458793,joint_a4,1.39,0.0,0.0
1762773410.6458793,joint_a5,2.5,0.0,0.0
1762773410.6458793,joint_a6,1.74,0.0,0.0
1762773410.6458793,joint_a7,-1.2,0.0,0.0
1762773410.65019,joint_a1,0.71,0.0,0.0
1762773410.65019,joint_a2,1.54,0.0,0.0
1762773410.65019,joint_a3,0.92,0.0,0.0
1762773410.65019,joint_a4,1.39,0.0,0.0
1762773410.65019,joint_a5,2.5,0.0,0.0
1762773410.65019,joint_a6,1.74,0.0,0.0
1762773410.65019,joint_a7,-1.2,0.0,0.0
1762773410.6546192,joint_a1,0.71,0.0,0.0
1762773410.6546192,joint_a2,1.54,0.0,0.0
1762773410.6546192,joint_a3,0.92,0.0,0.0
1762773410.6546192,joint_a4,1.39,0.0,0.0
1762773410.6546192,joint_a5,2.5,0.0,0.0
1762773410.6546192,joint_a6,1.74,0.0,0.0
1762773410.6546192,joint_a7,-1.2,0.0,0.0
1762773410.6594582,joint_a1,0.71,0.0,0.0
1762773410.6594582,joint_a2,1.54,0.0,0.0
1762773410.6594582,joint_a3,0.92,0.0,0.0
1762773410.6594582,joint_a4,1.39,0.0,0.0
1762773410.6594582,joint_a5,2.5,0.0,0.0
1762773410.6594582,joint_a6,1.74,0.0,0.0
1762773410.6594582,joint_a7,-1.2,0.0,0.0
1762773410.6638172,joint_a1,0.71,0.0,0.0
1762773410.6638172,joint_a2,1.54,0.0,0.0
1762773410.6638172,joint_a3,0.92,0.0,0.0
1762773410.6638172,joint_a4,1.39,0.0,0.0
1762773410.6638172,joint_a5,2.5,0.0,0.0
1762773410.6638172,joint_a6,1.74,0.0,0.0
1762773410.6638172,joint_a7,-1.2,0.0,0.0
1762773410.668562,joint_a1,0.71,0.0,0.0
1762773410.668562,joint_a2,1.54,0.0,0.0
1762773410.668562,joint_a3,0.92,0.0,0.0
1762773410.668562,joint_a4,1.39,0.0,0.0
1762773410.668562,joint_a5,2.5,0.0,0.0
1762773410.668562,joint_a6,1.74,0.0,0.0
1762773410.668562,joint_a7,-1.2,0.0,0.0
1762773410.6726124,joint_a1,0.71,0.0,0.0
1762773410.6726124,joint_a2,1.54,0.0,0.0
1762773410.6726124,joint_a3,0.92,0.0,0.0
1762773410.6726124,joint_a4,1.39,0.0,0.0
1762773410.6726124,joint_a5,2.5,0.0,0.0
1762773410.6726124,joint_a6,1.74,0.0,0.0
1762773410.6726124,joint_a7,-1.2,0.0,0.0
1762773410.6768801,joint_a1,0.71,0.0,0.0
1762773410.6768801,joint_a2,1.54,0.0,0.0
1762773410.6768801,joint_a3,0.92,0.0,0.0
1762773410.6768801,joint_a4,1.39,0.0,0.0
1762773410.6768801,joint_a5,2.5,0.0,0.0
1762773410.6768801,joint_a6,1.74,0.0,0.0
1762773410.6768801,joint_a7,-1.2,0.0,0.0
1762773410.6817431,joint_a1,0.71,0.0,0.0
1762773410.6817431,joint_a2,1.54,0.0,0.0
1762773410.6817431,joint_a3,0.92,0.0,0.0
1762773410.6817431,joint_a4,1.39,0.0,0.0
1762773410.6817431,joint_a5,2.5,0.0,0.0
1762773410.6817431,joint_a6,1.74,0.0,0.0
1762773410.6817431,joint_a7,-1.2,0.0,0.0
1762773410.6857715,joint_a1,0.71,0.0,0.0
1762773410.6857715,joint_a2,1.54,0.0,0.0
1762773410.6857715,joint_a3,0.92,0.0,0.0
1762773410.6857715,joint_a4,1.39,0.0,0.0
1762773410.6857715,joint_a5,2.5,0.0,0.0
1762773410.6857715,joint_a6,1.74,0.0,0.0
1762773410.6857715,joint_a7,-1.2,0.0,0.0
1762773410.6903732,joint_a1,0.71,0.0,0.0
1762773410.6903732,joint_a2,1.54,0.0,0.0
1762773410.6903732,joint_a3,0.92,0.0,0.0
1762773410.6903732,joint_a4,1.39,0.0,0.0
1762773410.6903732,joint_a5,2.5,0.0,0.0
1762773410.6903732,joint_a6,1.74,0.0,0.0
1762773410.6903732,joint_a7,-1.2,0.0,0.0
1762773410.6952083,joint_a1,0.71,0.0,0.0
1762773410.6952083,joint_a2,1.54,0.0,0.0
1762773410.6952083,joint_a3,0.92,0.0,0.0
1762773410.6952083,joint_a4,1.39,0.0,0.0
1762773410.6952083,joint_a5,2.5,0.0,0.0
1762773410.6952083,joint_a6,1.74,0.0,0.0
1762773410.6952083,joint_a7,-1.2,0.0,0.0
1762773410.6991131,joint_a1,0.71,0.0,0.0
1762773410.6991131,joint_a2,1.54,0.0,0.0
1762773410.6991131,joint_a3,0.92,0.0,0.0
1762773410.6991131,joint_a4,1.39,0.0,0.0
1762773410.6991131,joint_a5,2.5,0.0,0.0
1762773410.6991131,joint_a6,1.74,0.0,0.0
1762773410.6991131,joint_a7,-1.2,0.0,0.0
1762773410.7050912,joint_a1,0.71,0.0,0.0
1762773410.7050912,joint_a2,1.54,0.0,0.0
1762773410.7050912,joint_a3,0.92,0.0,0.0
1762773410.7050912,joint_a4,1.39,0.0,0.0
1762773410.7050912,joint_a5,2.5,0.0,0.0
1762773410.7050912,joint_a6,1.74,0.0,0.0
1762773410.7050912,joint_a7,-1.2,0.0,0.0
1762773410.708214,joint_a1,0.71,0.0,0.0
1762773410.708214,joint_a2,1.54,0.0,0.0
1762773410.708214,joint_a3,0.92,0.0,0.0
1762773410.708214,joint_a4,1.39,0.0,0.0
1762773410.708214,joint_a5,2.5,0.0,0.0
1762773410.708214,joint_a6,1.74,0.0,0.0
1762773410.708214,joint_a7,-1.2,0.0,0.0
1762773410.7130678,joint_a1,0.71,0.0,0.0
1762773410.7130678,joint_a2,1.54,0.0,0.0
1762773410.7130678,joint_a3,0.92,0.0,0.0
1762773410.7130678,joint_a4,1.39,0.0,0.0
1762773410.7130678,joint_a5,2.5,0.0,0.0
1762773410.7130678,joint_a6,1.74,0.0,0.0
1762773410.7130678,joint_a7,-1.2,0.0,0.0
1762773410.7177677,joint_a1,0.71,0.0,0.0
1762773410.7177677,joint_a2,1.54,0.0,0.0
1762773410.7177677,joint_a3,0.92,0.0,0.0
1762773410.7177677,joint_a4,1.39,0.0,0.0
1762773410.7177677,joint_a5,2.5,0.0,0.0
1762773410.7177677,joint_a6,1.74,0.0,0.0
1762773410.7177677,joint_a7,-1.2,0.0,0.0
1762773410.7213254,joint_a1,0.71,0.0,0.0
1762773410.7213254,joint_a2,1.54,0.0,0.0
1762773410.7213254,joint_a3,0.92,0.0,0.0
1762773410.7213254,joint_a4,1.39,0.0,0.0
1762773410.7213254,joint_a5,2.5,0.0,0.0
1762773410.7213254,joint_a6,1.74,0.0,0.0
1762773410.7213254,joint_a7,-1.2,0.0,0.0
1762773410.7260087,joint_a1,0.71,0.0,0.0
1762773410.7260087,joint_a2,1.54,0.0,0.0
1762773410.7260087,joint_a3,0.92,0.0,0.0
1762773410.7260087,joint_a4,1.39,0.0,0.0
1762773410.7260087,joint_a5,2.5,0.0,0.0
1762773410.7260087,joint_a6,1.74,0.0,0.0
1762773410.7260087,joint_a7,-1.2,0.0,0.0
1762773410.7303429,joint_a1,0.71,0.0,0.0
1762773410.7303429,joint_a2,1.54,0.0,0.0
1762773410.7303429,joint_a3,0.92,0.0,0.0
1762773410.7303429,joint_a4,1.39,0.0,0.0
1762773410.7303429,joint_a5,2.5,0.0,0.0
1762773410.7303429,joint_a6,1.74,0.0,0.0
1762773410.7303429,joint_a7,-1.2,0.0,0.0
1762773410.734945,joint_a1,0.71,0.0,0.0
1762773410.734945,joint_a2,1.54,0.0,0.0
1762773410.734945,joint_a3,0.92,0.0,0.0
1762773410.734945,joint_a4,1.39,0.0,0.0
1762773410.734945,joint_a5,2.5,0.0,0.0
1762773410.734945,joint_a6,1.74,0.0,0.0
1762773410.734945,joint_a7,-1.2,0.0,0.0
1762773410.739387,joint_a1,0.71,0.0,0.0
1762773410.739387,joint_a2,1.54,0.0,0.0
1762773410.739387,joint_a3,0.92,0.0,0.0
1762773410.739387,joint_a4,1.39,0.0,0.0
1762773410.739387,joint_a5,2.5,0.0,0.0
1762773410.739387,joint_a6,1.74,0.0,0.0
1762773410.739387,joint_a7,-1.2,0.0,0.0
1762773410.7436535,joint_a1,0.71,0.0,0.0
1762773410.7436535,joint_a2,1.54,0.0,0.0
1762773410.7436535,joint_a3,0.92,0.0,0.0
1762773410.7436535,joint_a4,1.39,0.0,0.0
1762773410.7436535,joint_a5,2.5,0.0,0.0
1762773410.7436535,joint_a6,1.74,0.0,0.0
1762773410.7436535,joint_a7,-1.2,0.0,0.0
1762773410.7489111,joint_a1,0.71,0.0,0.0
1762773410.7489111,joint_a2,1.54,0.0,0.0
1762773410.7489111,joint_a3,0.92,0.0,0.0
1762773410.7489111,joint_a4,1.39,0.0,0.0
1762773410.7489111,joint_a5,2.5,0.0,0.0
1762773410.7489111,joint_a6,1.74,0.0,0.0
1762773410.7489111,joint_a7,-1.2,0.0,0.0
1762773410.7524066,joint_a1,0.71,0.0,0.0
1762773410.7524066,joint_a2,1.54,0.0,0.0
1762773410.7524066,joint_a3,0.92,0.0,0.0
1762773410.7524066,joint_a4,1.39,0.0,0.0
1762773410.7524066,joint_a5,2.5,0.0,0.0
1762773410.7524066,joint_a6,1.74,0.0,0.0
1762773410.7524066,joint_a7,-1.2,0.0,0.0
1762773410.757198,joint_a1,0.71,0.0,0.0
1762773410.757198,joint_a2,1.54,0.0,0.0
1762773410.757198,joint_a3,0.92,0.0,0.0
1762773410.757198,joint_a4,1.39,0.0,0.0
1762773410.757198,joint_a5,2.5,0.0,0.0
1762773410.757198,joint_a6,1.74,0.0,0.0
1762773410.757198,joint_a7,-1.2,0.0,0.0
1762773410.7613583,joint_a1,0.71,0.0,0.0
1762773410.7613583,joint_a2,1.54,0.0,0.0
1762773410.7613583,joint_a3,0.92,0.0,0.0
1762773410.7613583,joint_a4,1.39,0.0,0.0
1762773410.7613583,joint_a5,2.5,0.0,0.0
1762773410.7613583,joint_a6,1.74,0.0,0.0
1762773410.7613583,joint_a7,-1.2,0.0,0.0
1762773410.7659316,joint_a1,0.71,0.0,0.0
1762773410.7659316,joint_a2,1.54,0.0,0.0
1762773410.7659316,joint_a3,0.92,0.0,0.0
1762773410.7659316,joint_a4,1.39,0.0,0.0
1762773410.7659316,joint_a5,2.5,0.0,0.0
1762773410.7659316,joint_a6,1.74,0.0,0.0
1762773410.7659316,joint_a7,-1.2,0.0,0.0
1762773410.7704403,joint_a1,0.71,0.0,0.0
1762773410.7704403,joint_a2,1.54,0.0,0.0
1762773410.7704403,joint_a3,0.92,0.0,0.0
1762773410.7704403,joint_a4,1.39,0.0,0.0
1762773410.7704403,joint_a5,2.5,0.0,0.0
1762773410.7704403,joint_a6,1.74,0.0,0.0
1762773410.7704403,joint_a7,-1.2,0.0,0.0
1762773410.7747817,joint_a1,0.71,0.0,0.0
1762773410.7747817,joint_a2,1.54,0.0,0.0
1762773410.7747817,joint_a3,0.92,0.0,0.0
1762773410.7747817,joint_a4,1.39,0.0,0.0
1762773410.7747817,joint_a5,2.5,0.0,0.0
1762773410.7747817,joint_a6,1.74,0.0,0.0
1762773410.7747817,joint_a7,-1.2,0.0,0.0
1762773410.7791054,joint_a1,0.71,0.0,0.0
1762773410.7791054,joint_a2,1.54,0.0,0.0
1762773410.7791054,joint_a3,0.92,0.0,0.0
1762773410.7791054,joint_a4,1.39,0.0,0.0
1762773410.7791054,joint_a5,2.5,0.0,0.0
1762773410.7791054,joint_a6,1.74,0.0,0.0
1762773410.7791054,joint_a7,-1.2,0.0,0.0
1762773410.7843087,joint_a1,0.71,0.0,0.0
1762773410.7843087,joint_a2,1.54,0.0,0.0
1762773410.7843087,joint_a3,0.92,0.0,0.0
1762773410.7843087,joint_a4,1.39,0.0,0.0
1762773410.7843087,joint_a5,2.5,0.0,0.0
1762773410.7843087,joint_a6,1.74,0.0,0.0
1762773410.7843087,joint_a7,-1.2,0.0,0.0
1762773410.7882361,joint_a1,0.71,0.0,0.0
1762773410.7882361,joint_a2,1.54,0.0,0.0
1762773410.7882361,joint_a3,0.92,0.0,0.0
1762773410.7882361,joint_a4,1.39,0.0,0.0
1762773410.7882361,joint_a5,2.5,0.0,0.0
1762773410.7882361,joint_a6,1.74,0.0,0.0
1762773410.7882361,joint_a7,-1.2,0.0,0.0
1762773410.7928104,joint_a1,0.71,0.0,0.0
1762773410.7928104,joint_a2,1.54,0.0,0.0
1762773410.7928104,joint_a3,0.92,0.0,0.0
1762773410.7928104,joint_a4,1.39,0.0,0.0
1762773410.7928104,joint_a5,2.5,0.0,0.0
1762773410.7928104,joint_a6,1.74,0.0,0.0
1762773410.7928104,joint_a7,-1.2,0.0,0.0
1762773410.7979562,joint_a1,0.71,0.0,0.0
1762773410.7979562,joint_a2,1.54,0.0,0.0
1762773410.7979562,joint_a3,0.92,0.0,0.0
1762773410.7979562,joint_a4,1.39,0.0,0.0
1762773410.7979562,joint_a5,2.5,0.0,0.0
1762773410.7979562,joint_a6,1.74,0.0,0.0
1762773410.7979562,joint_a7,-1.2,0.0,0.0
