time_s,joint,command
1762773413.4093845,joint_a1,0.4066216163381207
1762773413.4093845,joint_a2,0.18635850910044005
1762773413.4093845,joint_a3,0.7154836407320947
1762773413.4093845,joint_a4,0.46415276033328123
1762773413.4093845,joint_a5,-0.12880771506406874
1762773413.4093845,joint_a6,0.3956974980956477
1762773413.4093845,joint_a7,0.5846638974009266
1762773413.5099447,joint_a1,0.4066466618444944
1762773413.5099447,joint_a2,0.18364298737568546
1762773413.5099447,joint_a3,0.7143209273837474
1762773413.5099447,joint_a4,0.47724443845774417
1762773413.5099447,joint_a5,-0.1294442685779541
1762773413.5099447,joint_a6,0.382988981413629
1762773413.5099447,joint_a7,0.5923522111769409
1762773413.6094356,joint_a1,0.24256847036285406
1762773413.6094356,joint_a2,0.14446834189353328
1762773413.6094356,joint_a3,0.46593783234355046
1762773413.6094356,joint_a4,0.3339856325746971
1762773413.6094356,joint_a5,0.003512392841652806
1762773413.6094356,joint_a6,0.23991833002575136
1762773413.6094356,joint_a7,0.4077247221347168
1762773413.7097428,joint_a1,0.03306763312821525
1762773413.7097428,joint_a2,0.18429520332388877
1762773413.7097428,joint_a3,0.10155552759304229
1762773413.7097428,joint_a4,0.1969136683664945
1762773413.7097428,joint_a5,0.16862402599039794
1762773413.7097428,joint_a6,0.009585321426300098
1762773413.7097428,joint_a7,0.14176299922598723
1762773413.80931,joint_a1,-0.09992380314357316
1762773413.80931,joint_a2,0.24456891045793178
1762773413.80931,joint_a3,-0.17573220570746065
1762773413.80931,joint_a4,0.1315271480459278
1762773413.80931,joint_a5,0.2574445100228091
1762773413.80931,joint_a6,-0.18511530268535337
1762773413.80931,joint_a7,-0.05809302932738947
1762773413.909286,joint_a1,-0.10525768414398019
1762773413.909286,joint_a2,0.15556613155953875
1762773413.909286,joint_a3,-0.18912327434489032
1762773413.909286,joint_a4,0.10973583612217898
1762773413.909286,joint_a5,0.1757309883423817
1762773413.909286,joint_a6,-0.21693488575073527
1762773413.909286,joint_a7,-0.061293332387237956
1762773414.0096185,joint_a1,0.008027814929287926
1762773414.0096185,joint_a2,-0.10649400203093412
1762773414.0096185,joint_a3,0.0754576672215408
1762773414.0096185,joint_a4,0.11336427344710907
1762773414.0096185,joint_a5,-0.061203133217556965
1762773414.0096185,joint_a6,-0.08188577137582205
1762773414.0096185,joint_a7,0.15444776633220852
1762773414.1090498,joint_a1,0.12911880143563112
1762773414.1090498,joint_a2,-0.3352095530502074
1762773414.1090498,joint_a3,0.33926645792249416
1762773414.1090498,joint_a4,0.12242812757577473
1762773414.1090498,joint_a5,-0.273554199259773
1762773414.1090498,joint_a6,0.051006156040389605
1762773414.1090498,joint_a7,0.37153406317800297
1762773414.2108579,joint_a1,0.14094129433356284
